GroupID,GroupSize,Tile,EntryIndex,LastNameSegment,StackDepth,Role,Overlays,OverlaidBy,AreaKm2,GroupWindowFrom,GroupWindowTo,DistinctWindows,MaxIntersectionRatio,ConfirmedByLog,AllOwnersEver
29,2,120/035,326,Hauran province,1,BASE,,Gilead (33% of THIS entity covered) [-623.5..-612.3],9872,-623.5,-612.3,1,0.361,,Egypt: Twenty Sixth Dynasty; Judah; Neo Assyrian Empire; Neo-Babylonian Empire
30,2,120/035,203,Aram-Zobah; Zobah,,AMBIGUOUS (cyclic evidence),,,9508.1,-1105.5,-968.5,3,1,create Rebel Israelites in S (overlay),Aram-Zobah; Kingdom of Israel
30,2,120/035,216,Amurru,,AMBIGUOUS (cyclic evidence),,,6872,-1105.5,-968.5,3,1,create Rebel Israelites in S (overlay),Amurru; Middle Assyrian Empire
31,2,120/035,51,Tyre,2,OVERLAY,Phoenicia (100% of its own area) [-734.1..-733.5],,107,-734.1,-733.5,1,1,,Amurru; Canaanites; Domain of Ptolemy; Middle Assyrian Empire; Neo Assyrian Tributary; Phoenicians; Proto-Canaanites
31,2,120/035,255,Phoenicia,1,BASE,,Tyre (100% of THIS entity covered) [-734.1..-733.5],4581.9,-734.1,-733.5,1,1,,Neo Assyrian Tributary; Phoenicians
32,2,120/035,374,Syria,1,BASE,,Tyre (100% of THIS entity covered) [-385.6..-382.5],66345.5,-385.6,-382.5,1,1,,Domain of Ptolemy; Kingdom of Macedon; Persian Empire; Revolt
32,2,120/035,382,Tyre,2,OVERLAY,Syria (100% of its own area) [-385.6..-382.5],,268.9,-385.6,-382.5,1,1,,Salamis
33,2,120/035,374,Syria,1,BASE,,Sidon (100% of THIS entity covered) [-346.6..-344.3],66345.5,-346.6,-344.3,1,1,,Domain of Ptolemy; Kingdom of Macedon; Persian Empire; Revolt
33,2,120/035,385,Sidon,2,OVERLAY,Syria (100% of its own area) [-346.6..-344.3],,1690.8,-346.6,-344.3,1,1,,Phoenicians
34,2,120/035,51,Tyre,2,OVERLAY,Syria (100% of its own area) [-315.7..-314.3],,107,-315.7,-314.3,1,1,,Amurru; Canaanites; Domain of Ptolemy; Middle Assyrian Empire; Neo Assyrian Tributary; Phoenicians; Proto-Canaanites
34,2,120/035,397,Syria,1,BASE,,Tyre (100% of THIS entity covered) [-315.7..-314.3],34299.9,-315.7,-314.3,1,1,,Antigonid Kingdom; Domain of Antigonus
