ID,Level1 Name,Level1 Area,Level2 Name,Level2 Area,Level3 Name,Level3 Area,Level4 Name,Level4 Area,Level5 Name,Level5 Area
467,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Egypt,60209.5,Lower Egypt Nome 3 Ahment/Ament,3513.4
468,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Egypt,60209.5,Lower Egypt Nome 4 Sap-Res,1131.0
469,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Egypt,60209.5,Lower Egypt Nome 5 Sap-Meh,2246.2
470,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Egypt,60209.5,Lower Egypt Nome 6 Khaset/Kaset,1933.7
471,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Egypt,60209.5,Lower Egypt Nome 7 A-ment,1501.3
472,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Egypt,60209.5,Lower Egypt Nome 8 A-bt,206.8
473,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Egypt,60209.5,Lower Egypt Nome 9 Ati/Andjet,791.4
474,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,,
475,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 1 Ta Khentit/Ta-Seti,3199.4
476,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 10 Wadkhet/Uatchet,1390.1
477,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 11 Set,437.0
478,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 12 Tu-ph/Dw-f,1128.6
479,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 13 Atef-Khent,584.5
480,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 14 Atef-Pehu,1131.3
481,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 15 Un/Wn,1261.2
482,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 16 Meh-Mahetch,1571.3
483,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 17 Anubis/Anput,1352.6
484,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 18 Nemty/Sep,1222.7
485,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 19 Uab/Wab,1739.6
486,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 2 Behde/Watjes-Hor,1701.8
487,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 20 Atef-Khent,1391.5
488,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 21 Atef-Pehu,253.6
489,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 22 Maten,916.0
490,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 3 Ten,1869.6
491,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 4 Waset/Wast,2810.4
492,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 5 Herui,1613.7
493,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 6 Aa-ta,1503.7
494,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 7 Seshesh,1028.8
495,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 8 Abdju/Abt,1781.6
496,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt Nome 9 Minu,2016.9
497,Persian Empire,6892867.5,Egypt,1019703.4,Egypt,361758.5,Upper Egypt,315257.4,Upper Egypt: Fayum,3320.3
498,Persian Empire,6892867.5,Egypt,1019703.4,Libya,199133.1,,,,
499,Persian Empire,6892867.5,India,185712.2,,,,,,
500,Persian Empire,6892867.5,Lydia,613314.5,,,,,,
501,Persian Empire,6892867.5,Lydia,613314.5,Kappadocia,53498.2,,,,
502,Persian Empire,6892867.5,Lydia,613314.5,Kappadocia,53498.2,Paphlagonia,53498.2,,
503,Persian Empire,6892867.5,Lydia,613314.5,Kappadokia,168951.9,,,,
504,Persian Empire,6892867.5,Lydia,613314.5,Kappadokia,168951.9,Pontic Kappadokia,100275.0,,
505,Persian Empire,6892867.5,Lydia,613314.5,Kappadokia,168951.9,Tauric Kappadokia,68685.7,,
506,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,,,,
507,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Greater Phrygia,110942.5,,
508,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Hellespontine Phrygia,76258.1,,
509,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Hellespontine Phrygia,76258.1,Lesbos,1649.9
510,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Hellespontine Phrygia,76258.1,Tenedos,39.4
511,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,,
512,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Akrite,6.5
513,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Andros,385.2
514,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Chios,849.1
515,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Delos,3.8
516,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Drymousa,25.7
517,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Hyetousa,1.4
518,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Ikaros,263.7
519,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Lepsia,16.1
520,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Mykonos,85.8
521,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Oinousa,15.5
522,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Patmos,36.9
523,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Pele,1.9
524,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Pharmakousa,4.8
525,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Psyra,40.2
526,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Rheneia,15.9
527,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Samos,486.1
528,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Tenos,197.9
529,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Ionia,10728.5,Tragia,13.7
530,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,,
531,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Chalke,28.7
532,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Cos,295.3
533,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Eulimna,6.8
534,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Istros,5.2
535,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Kalymna,109.6
536,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Leros,53.6
537,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Miletus,277.2
538,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Nisyros,42.9
539,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Pserimos,14.9
540,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Rhodos,1416.3
541,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Syme,58.5
542,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Telendos,4.4
543,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Karia,35424.9,Telos,66.5
544,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Lydia,26799.7,,
545,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Thrace,133376.8,,
546,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Thrace,133376.8,Halonnesos,39.4
547,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Thrace,133376.8,Imbros,286.8
548,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Thrace,133376.8,Lemnos,496.2
549,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Thrace,133376.8,Macedon,7845.9
550,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Thrace,133376.8,Samothrace,182.8
551,Persian Empire,6892867.5,Lydia,613314.5,Lydia,390864.3,Thrace,133376.8,Thracian Chersonese,968.2
552,Persian Empire,6892867.5,Media,1372224.7,,,,,,
553,Persian Empire,6892867.5,Media,1372224.7,Armenia,321895.2,,,,
554,Persian Empire,6892867.5,Media,1372224.7,Armenia,321895.2,Colchis,37365.5,,
555,Persian Empire,6892867.5,Media,1372224.7,Armenia,321895.2,East Armenia,165165.5,,
556,Persian Empire,6892867.5,Media,1372224.7,Armenia,321895.2,West Armenia,119364.2,,
557,Persian Empire,6892867.5,Media,1372224.7,Khorasmia,200424.6,,,,
558,Persian Empire,6892867.5,Media,1372224.7,Media,388410.5,,,,
559,Persian Empire,6892867.5,Media,1372224.7,Media,388410.5,Lesser Media,137367.0,,
560,Persian Empire,6892867.5,Media,1372224.7,Media,388410.5,Media,206123.9,,
561,Persian Empire,6892867.5,Media,1372224.7,Media,388410.5,Paraitakene,44919.6,,
562,Persian Empire,6892867.5,Media,1372224.7,Parthia,461494.3,,,,
563,Persian Empire,6892867.5,Media,1372224.7,Parthia,461494.3,Hyrkania,162536.6,,
564,Persian Empire,6892867.5,Media,1372224.7,Parthia,461494.3,Parthia,298957.7,,
565,Persian Empire,6892867.5,Persis,542042.3,,,,,,
566,Persian Empire,6892867.5,Persis,542042.3,Persis,483610.9,,,,
567,Persian Empire,6892867.5,Persis,542042.3,Persis,483610.9,Karmania,280965.6,,
568,Persian Empire,6892867.5,Persis,542042.3,Persis,483610.9,Persis,202645.3,,
569,Persian Empire,6892867.5,Persis,542042.3,Sousiane,58431.4,,,,
570,Persian Empire,6892867.5,Persis,542042.3,Sousiane,58431.4,Sousiane,58431.4,,
571,Persian Empire,6892867.5,Persis- Sousiane,65159.3,,,,,,
572,Persian Empire,6892867.5,Persis- Sousiane,65159.3,Elymais,65159.3,,,,
573,Persian Empire,6892867.5,Sattagydia,69281.8,,,,,,
574,Persian Empire,6892867.5,Sattagydia,69281.8,Taxila,69281.8,,,,
575,Peucetians,0.0,,,,,,,,
576,Phlius,212.0,,,,,,,,
577,Phocis,155.4,,,,,,,,
578,Phocis,155.4,Mainake,155.4,,,,,,
579,Pi,1090.6,,,,,,,,
580,Piceni,6128.0,,,,,,,,
581,Picentes,0.0,,,,,,,,
582,Plains Peoples,3187664.7,,,,,,,,
583,Plateau Peoples,581352.3,,,,,,,,
584,Poverty Point Culture,77872.4,,,,,,,,
585,Proto-Burmese,327353.1,,,,,,,,
586,Proto-Ethiopians,655381.0,,,,,,,,
587,Proto-Mongol Peoples,1264964.3,,,,,,,,
588,Proto-Tibetans,1482480.2,,,,,,,,
589,Proto-Turkic Peoples,866912.8,,,,,,,,
590,Pulinda,27458.5,,,,,,,,
591,Pundra,15270.8,,,,,,,,
592,Qedarites,31748.3,,,,,,,,
593,Qi,104370.0,,,,,,,,
594,Qi(2),3072.8,,,,,,,,
595,Qiang,93558.6,,,,,,,,
596,Qin,82563.5,,,,,,,,
597,Qiuyou,5420.5,,,,,,,,
598,Quanrong,473571.8,,,,,,,,
599,Ren,296.0,,,,,,,,
600,Rhegion,154.4,,,,,,,,
601,Roman Republic,1046.5,,,,,,,,
602,Roman Republic,1046.5,Crustumerium,50.5,,,,,,
603,Roman Republic,1046.5,Ficulea,40.4,,,,,,
604,Roman Republic,1046.5,Fidenae,31.2,,,,,,
605,Saba,166802.4,,,,,,,,
606,Saharan Peoples,6755147.4,,,,,,,,
607,Sakas,1560311.0,,,,,,,,
608,Sakya,2587.0,,,,,,,,
609,Salwa,23889.0,,,,,,,,
610,Samnites,0.0,,,,,,,,
611,Samnium,6191.5,,,,,,,,
612,Saurashtra,55687.6,,,,,,,,
613,Sauromatians,0.0,,,,,,,,
614,Savanna Peoples,4582463.4,,,,,,,,
615,Savaras,29277.2,,,,,,,,
616,Scythia,393737.2,,,,,,,,
617,Shanrong,35082.1,,,,,,,,
618,Shu,136090.2,,,,,,,,
619,Shu,136090.2,Ju(2),3754.3,,,,,,
620,Shu,136090.2,Ping Zhou,2540.4,,,,,,
621,Shurparaka,14880.7,,,,,,,,
622,Sicans,5490.4,,,,,,,,
623,Sicels,0.0,,,,,,,,
624,Sicyon,229.4,,,,,,,,
625,Sikanoi,1658.2,,,,,,,,
626,Sikeloi,7384.2,,,,,,,,
627,Slavs,333790.6,,,,,,,,
628,Song,37796.4,,,,,,,,
629,South China Peoples,223961.7,,,,,,,,
630,Subarctic Peoples,5658266.9,,,,,,,,
631,Suhma,5880.7,,,,,,,,
632,Surasena,28630.0,,,,,,,,
633,Syracuse,1328.4,,,,,,,,
634,Syracuse,1328.4,Kamarina,186.5,,,,,,
635,Tan,1419.0,,,,,,,,
636,Taras,200.7,,,,,,,,
637,Tartessos,71497.6,,,,,,,,
638,Taulanti,8208.1,,,,,,,,
639,Teng,1667.3,,,,,,,,
640,Teutons,751108.4,,,,,,,,
641,Thai Peoples,268071.6,,,,,,,,
642,Thesprotians,2315.4,,,,,,,,
643,Thessaly,14624.1,,,,,,,,
644,Thessaly,14624.1,Malis,771.2,,,,,,
645,Thessaly,14624.1,Phocis,1640.3,,,,,,
646,Thraikes,114444.1,,,,,,,,
647,Three Yi Tribes,12940.2,,,,,,,,
648,Trigarta,22892.6,,,,,,,,
649,Tuhe,2092.3,,,,,,,,
650,Ugrians,1249106.2,,,,,,,,
651,Umbri,0.0,,,,,,,,
652,Umbrii,17622.6,,,,,,,,
653,Usinara,13235.1,,,,,,,,
654,Utkala,19873.9,,,,,,,,
655,Vajjika League,62178.1,,,,,,,,
656,Vajjika League,62178.1,Licchavi,11896.2,,,,,,
657,Vajjika League,62178.1,Naya,1930.6,,,,,,
658,Vajjika League,62178.1,Vajji,15789.6,,,,,,
659,Vajjika League,62178.1,Videha,32561.7,,,,,,
660,Vanga,48683.2,,,,,,,,
661,Vatsa,34914.7,,,,,,,,
662,Vatsa,34914.7,Bhagga,3596.7,,,,,,
663,Veneti,0.0,,,,,,,,
664,Vidarbha,65463.6,,,,,,,,
665,Volsci,155.5,,,,,,,,
666,Volsci,155.5,Anxur,155.5,,,,,,
667,West African Peoples,3240880.9,,,,,,,,
668,Western Mediterraneans,0.0,,,,,,,,
669,Western Rong,15410.2,,,,,,,,
670,Wey,16204.6,,,,,,,,
671,White Di,54098.8,,,,,,,,
672,Wu,236345.1,,,,,,,,
673,Wushi Rong,8382.4,,,,,,,,
674,Wuzhong,3364.4,,,,,,,,
675,Xu(2),1295.4,,,,,,,,
676,Xue,1564.2,,,,,,,,
677,Yan,65925.0,,,,,,,,
678,Yaudheya,56654.2,,,,,,,,
679,Yihu,3520.0,,,,,,,,
680,Yiqu,13887.9,,,,,,,,
681,Yue,72131.6,,,,,,,,
682,Yuezhi,261905.1,,,,,,,,
683,Zapotecs,0.0,,,,,,,,
684,Zhangzhung,243059.3,,,,,,,,
685,Zheng,27413.0,,,,,,,,
686,Zhongshan,12372.3,,,,,,,,
687,Zhou Dynasty,5061.4,,,,,,,,
688,Zhu,3158.4,,,,,,,,
689,Zhuanyu,311.3,,,,,,,,
