Name,MinLon,MinLat,MaxLon,MaxLat,EarliestDate,LatestDate
Illyrians,12,40,24.0,50,1725.1 BCE,1 BCE
Illyrioi,12,40,18.0,45,500.1 BCE,1 BCE
Imbros,24,40,30.0,45,281.6 BCE,1 BCE
India,65,5,100.0,40,1990 CE,present
Indo-Aryans,65,15,90.0,35,1500.1 BCE,300.5 BCE
Indonesia,95,-15,145.0,10,1990 CE,present
Indus Valley Civilization,60,20,80.0,35,2400.1 BCE,1750.5 BCE
Indus Valley Peoples,60,20,75.0,30,1750.5 BCE,775.1 BCE
Ionian League,20,30,36.0,45,690.5 BCE,478.3 BCE
Ionians,0,35,42.0,50,1202.2 BCE,1 BCE
Iran,40,25,65.0,40,1990 CE,present
Iranians,40,25,96.0,55,2400.1 BCE,531.5 BCE
Iraq,35,25,50.0,40,1990 CE,present
Ireland,-16,50,0.0,60,1990 CE,present
Ishtu(a)nda,35,35,40.0,40,826.8 BCE,738.5 BCE
Israel,30,25,40.0,35,1990 CE,present
Israel/Samaria,30,30,40.0,35,931.6 BCE,720.5 BCE
Israelites,30,25,40.0,35,1230.5 BCE,1035.5 BCE
Istros,24,40,30.0,50,359.7 BCE,313.5 BCE
Isuwa,35,35,45.0,40,1505.5 BCE,1460.5 BCE
Itabalhum,40,35,50.0,40,1850.5 BCE,1600.5 BCE
Italics,6,35,24.0,50,2050.1 BCE,450.1 BCE
Italiote League,10,35,25.0,45,430.5 BCE,280.4 BCE
Italy,5,35,24.0,50,1990 CE,present
Jamaica,-80,15,-75.0,20,1990 CE,present
Japan,120,20,155.0,50,1990 CE,present
Ji,110,35,115.0,40,770.1 BCE,658.5 BCE
Ji(2),115,35,120.0,40,770.1 BCE,690.5 BCE
Ji(3),115,30,120.0,40,770.1 BCE,721.5 BCE
Ji(4),110,30,115.0,35,770.1 BCE,750.5 BCE
Ji(5),114,35,120.0,45,,
Ji(6),105,30,110.0,35,771.1 BCE,688.5 BCE
Jia,110,35,115.0,40,770.1 BCE,678.5 BCE
Jiang,110,30,115.0,35,770.1 BCE,623.5 BCE
Jiang Qi,115,35,120.0,40,481.4 BCE,386.5 BCE
Jiang(2),115,30,120.0,35,770.1 BCE,617.5 BCE
Jiao,110,30,115.0,35,770.1 BCE,700.5 BCE
Jie,115,35,120.0,40,770.1 BCE,599.5 BCE
Jin,110,30,115.0,40,770.1 BCE,678.5 BCE
Jomon Culture,130,30,145.0,40,2400.1 BCE,1 BCE
Jordan,30,25,40.0,35,1990 CE,present
Ju,115,30,125.0,40,770.1 BCE,431.5 BCE
Ju(2),105,30,110.0,35,771.1 BCE,550.5 BCE
Judah,30,25,40.0,35,931.6 BCE,587.4 BCE
Judah Tributary,30,25,40.0,35,794.5 BCE,736.5 BCE
Jun,105,30,115.0,35,770.1 BCE,611.5 BCE
Kaccha,65,20,75.0,25,610.1 BCE,317.5 BCE
Kadmuhu,35,35,45.0,40,1135.5 BCE,1111.5 BCE
Kalama,80,25,85.0,30,610.1 BCE,518.5 BCE
Kalasma,35,35,40.0,40,1324.5 BCE,1321.5 BCE
Kalaurian Amphictiony,20,35,25.0,40,670.5 BCE,494.5 BCE
Kalinga,80,15,90.0,25,700.1 BCE,1 BCE
Kamarina,10,35,15.0,40,466.5 BCE,405.1 BCE
Kamboja,65,30,75.0,40,700.1 BCE,535.5 BCE
Kappadokia,30,35,42.0,45,330.5 BCE,1 BCE
Karakhar,45,30,50.0,35,2072.5 BCE,1168.5 BCE
Karalla,45,35,50.0,40,717.7 BCE,706.5 BCE
Karmania,50,25,65.0,35,329.5 BCE,325 BCE
Karusha,80,20,85.0,25,610.1 BCE,301.5 BCE
Kasheyas,80,20,85.0,30,364.5 BCE,363.5 BCE
Kasi,80,20,85.0,30,850.1 BCE,600.5 BCE
Kaskas,30,35,42.0,45,1600.5 BCE,711.5 BCE
Kasmira,70,30,80.0,40,500.5 BCE,1 BCE
Kassites,35,25,55.0,40,2100.1 BCE,1618.5 BCE
Kazakhstan,40,40,90.0,60,1990 CE,present
Kekaya,70,30,75.0,35,950.1 BCE,516.5 BCE
Kenya,30,-5,45.0,10,1990 CE,present
Khoisan Peoples,10,-35,45.0,5,2400.1 BCE,1 BCE
Khorasmia,54,35,66.0,45,329.5 BCE,1 BCE
Kimash,45,30,50.0,35,1752.5 BCE,1600.5 BCE
Kingdom of Adab,35,25,55.0,40,2353.5 BCE,2253.3 BCE
Kingdom of Adanaya,30,35,40.0,40,1850.5 BCE,1518.5 BCE
Kingdom of Akshak,35,30,50.0,40,2371.5 BCE,2283.5 BCE
Kingdom of Alakhtum,35,35,40.0,40,2217.9 BCE,2199.5 BCE
Kingdom of Andarig,40,35,45.0,40,1825.5 BCE,1726.5 BCE
Kingdom of Argos,20,35,25.0,40,780.5 BCE,494.1 BCE
Kingdom of Armenia,35,35,50.0,45,323.4 BCE,1 BCE
Kingdom of Arrapha,40,35,50.0,40,1726.5 BCE,760.5 BCE
Kingdom of Assyria,30,30,50.0,45,1920.1 BCE,906.5 BCE
Kingdom of Awan,45,25,55.0,35,2286.5 BCE,1169.5 BCE
Kingdom of Babylon,35,25,50.0,40,1897.6 BCE,1595.5 BCE
Kingdom of Carchemish,35,35,40.0,40,1190.5 BCE,605.5 BCE
Kingdom of Cyrene,5,30,30.0,40,632.5 BCE,1 BCE
Kingdom of Der,40,30,50.0,35,2018.6 BCE,1227.5 BCE
Kingdom of Ebla,35,30,45.0,40,2380.5 BCE,2000.5 BCE
Kingdom of Epirus,10,35,30.0,45,330.5 BCE,1 BCE
Kingdom of Eshnunna,40,30,50.0,40,2026.5 BCE,1730.5 BCE
Kingdom of Hamath,35,30,40.0,40,1180.5 BCE,605.5 BCE
Kingdom of Illyria,15,35,25.0,45,399.5 BCE,1 BCE
Kingdom of Irqata,35,30,40.0,40,2279.3 BCE,2198.4 BCE
Kingdom of Isin,40,25,55.0,40,2017.5 BCE,1794.7 BCE
Kingdom of Israel,30,25,40.0,35,1035.5 BCE,931.6 BCE
Kingdom of Judah,30,30,40.0,35,1004.5 BCE,1003.5 BCE
Kingdom of Kanesh,30,35,40.0,45,1850.5 BCE,1647.5 BCE
Kingdom of Kazallu,40,30,50.0,35,2019.7 BCE,1789.5 BCE
Kingdom of Kish,35,30,50.0,40,2380.5 BCE,1838.6 BCE
Kingdom of Kisurra,45,30,50.0,35,2138.5 BCE,2112.5 BCE
Kingdom of Kummuh,35,35,40.0,40,1190.5 BCE,607.3 BCE
Kingdom of Kush,25,15,40.0,35,1775.5 BCE,1 BCE
Kingdom of Kussara,30,35,40.0,45,1800.5 BCE,1675.5 BCE
Kingdom of Lagash,45,30,55.0,35,2339.5 BCE,1920.4 BCE
Kingdom of Larsa,40,30,50.0,35,2270.5 BCE,1736.5 BCE
Kingdom of Lysimakhos,18,35,36.0,50,305.5 BCE,281.4 BCE
Kingdom of Macedon,15,20,80.0,50,650.5 BCE,301.3 BCE
Kingdom of Macedonia,18,35,30.0,45,277 BCE,1 BCE
Kingdom of Malgium,40,30,50.0,35,1935.5 BCE,1845.5 BCE
Kingdom of Mari,35,30,50.0,40,2311.4 BCE,2190.5 BCE
Kingdom of Melid,35,35,40.0,40,1190.5 BCE,625.5 BCE
Kingdom of Mitanni,30,30,50.0,40,1585.5 BCE,1344.5 BCE
Kingdom of Purushanda,30,35,40.0,40,1775.5 BCE,1626.6 BCE
Kingdom of Qadesh,35,30,40.0,40,1362.5 BCE,1336.5 BCE
Kingdom of Qatna,35,30,40.0,40,1930.1 BCE,1444.4 BCE
Kingdom of Rome,12,40,18.0,45,725 BCE,509.6 BCE
Kingdom of Sam'al,35,35,40.0,40,920.5 BCE,604.7 BCE
Kingdom of Sindica,36,40,42.0,50,480.1 BCE,380.5 BCE
Kingdom of Sparta,10,30,30.0,45,777.5 BCE,268.2 BCE
Kingdom of Syracuse,10,35,25.0,45,304.5 BCE,289.5 BCE
Kingdom of Terqa,35,30,45.0,40,1741.5 BCE,1512.5 BCE
Kingdom of Tuttul,35,35,45.0,40,2380.5 BCE,2196.5 BCE
Kingdom of Tylis,24,40,30.0,45,277.1 BCE,1 BCE
Kingdom of Ugarit,35,35,40.0,40,2348.5 BCE,2200.3 BCE
Kingdom of Ur,40,25,55.0,40,2279.5 BCE,2005.5 BCE
Kingdom of Uruk,35,30,50.0,40,2334.3 BCE,1809.5 BCE
Kingdom of Zalpa,30,35,42.0,45,1950.5 BCE,1675.5 BCE
Kingdom of the Grabaei,18,40,24.0,45,429.1 BCE,295.5 BCE
Kios,24,40,30.0,45,274.5 BCE,1 BCE
Kirati,80,25,90.0,30,610.1 BCE,1 BCE
Kiribati,-175,-15,180.0,5,1990 CE,present
Kirruru,40,35,50.0,40,735.2 BCE,707.5 BCE
Kizzuwatna,30,35,40.0,40,1510.8 BCE,1419.5 BCE
Koliya,80,25,85.0,30,610.1 BCE,480.5 BCE
Konkana,70,15,75.0,20,610.1 BCE,1 BCE
Kopai,20,35,25.0,40,386.5 BCE,378.8 BCE
Koreans,125,30,130.0,40,2400.1 BCE,1 BCE
Kosala,80,20,85.0,30,950.1 BCE,465.5 BCE
Kotosh Culture,-80,-15,-75.0,-5,2300.1 BCE,1199.1 BCE
Ksudrakas,70,30,75.0,35,610.1 BCE,325.6 BCE
Kuai,110,30,115.0,35,,
Kui,110,30,115.0,35,770.1 BCE,634.5 BCE
Kuninda,75,30,80.0,35,450.5 BCE,322.5 BCE
Kuntala,75,15,80.0,20,600.5 BCE,300.5 BCE
Kunti,75,25,80.0,30,610.1 BCE,535.5 BCE
Kunwu,110,35,115.0,40,1750.1 BCE,1603.5 BCE
Kuru,70,25,85.0,35,1150.1 BCE,500.5 BCE
Kush Tributary,25,25,35.0,35,726.5 BCE,679.6 BCE
Kuwait,45,25,50.0,35,1990 CE,present
Kyme,12,40,18.0,45,500.5 BCE,421.5 BCE
Kyrgyzstan,65,35,84.0,45,1990 CE,present
Lagash,40,30,50.0,35,2397.4 BCE,2352.5 BCE
Lai,115,35,125.0,40,1039.5 BCE,567.5 BCE
Lai(2),110,30,115.0,35,770.1 BCE,640.5 BCE
Laiyi,115,35,125.0,40,770.1 BCE,500.5 BCE
Land of Bel-harran-beli-user,35,35,45.0,40,753.5 BCE,744.8 BCE
Land of Shamash-resha-user,35,30,45.0,40,753.5 BCE,744.8 BCE
Land of Tartanu Shamshi-ilu,35,35,40.0,40,753.5 BCE,744.8 BCE
Laos,100,10,110.0,25,1990 CE,present
Laqe,35,30,45.0,40,1080.5 BCE,608.5 BCE
Larak,40,30,50.0,35,2394.8 BCE,2283.5 BCE
Larissa,20,35,25.0,40,405.5 BCE,375.3 BCE
Latin League,12,40,18.0,45,730 BCE,533.5 BCE
Latins,12,40,18.0,45,800.1 BCE,730 BCE
Latvia,16,55,32.0,60,1990 CE,present
Lauhitya,90,25,95.0,30,610.1 BCE,1 BCE
League of Argos,18,35,30.0,45,421.7 BCE,417.5 BCE
Lebadeia,20,35,25.0,40,386.5 BCE,378.8 BCE
Lebanon,35,30,40.0,35,1990 CE,present
Leichtenstein,6,45,12.0,50,1990 CE,present
Leontini,10,35,20.0,40,466.5 BCE,1 BCE
Lesbos,25,35,30.0,40,386.5 BCE,1 BCE
Lesotho,25,-35,30.0,-25,1990 CE,present
Li,115,30,120.0,35,770.1 BCE,538.5 BCE
Li Rong,110,35,115.0,40,770.1 BCE,672.5 BCE
Li(2),110,35,115.0,40,770.1 BCE,663.5 BCE
Li(3),110,30,115.0,35,697.5 BCE,680.5 BCE
Liang,105,30,115.0,40,771.1 BCE,641.5 BCE
Liao,115,30,120.0,35,770.1 BCE,622.5 BCE
Liao(2),110,30,115.0,35,770.1 BCE,700.5 BCE
Liberia,-15,0,-5.0,10,1990 CE,present
Liburnians,12,40,24.0,45,1000.1 BCE,1 BCE
Libya,5,15,30.0,35,1990 CE,present
Libyans,10,25,35.0,35,2400.1 BCE,1 BCE
Libyphoenices,10,30,25.0,35,500.1 BCE,1 BCE
Ligurians,0,40,12.0,50,800.1 BCE,1 BCE
Lingzhi,114,35,120.0,45,770.1 BCE,662.5 BCE
Linhu,102,35,115.0,45,770.1 BCE,1 BCE
Lithuania,16,50,32.0,60,1990 CE,present
Little Guo,105,30,110.0,35,771.1 BCE,687.5 BCE
Liu,115,30,120.0,35,770.1 BCE,622.5 BCE
Locri,15,35,20.0,40,345.5 BCE,273.5 BCE
Longshan Culture,105,30,125.0,40,2400.1 BCE,1900.1 BCE
Loufan,108,35,115.0,45,770.1 BCE,307.5 BCE
Lower Macedon,18,40,24.0,45,454.5 BCE,431.5 BCE
Lu,115,30,120.0,40,807.5 BCE,562.5 BCE
Lu(2),110,30,115.0,35,770.1 BCE,688.5 BCE
Lu(3),110,30,115.0,35,770.1 BCE,690.5 BCE
Lucani,12,40,18.0,45,500.1 BCE,436.5 BCE
Lucanians,12,35,20.0,45,450.1 BCE,267.5 BCE
Luhun Rong,105,30,115.0,35,771.1 BCE,525.5 BCE
Lukka,25,35,35.0,40,1535.5 BCE,1235.5 BCE
Lullubi,40,35,50.0,40,,2050.1 BCE
Lullubum,40,35,50.0,40,2054.5 BCE,2051.2 BCE
Luo,110,30,115.0,35,770.1 BCE,690.5 BCE
Luwians,24,35,40.0,45,2022.8 BCE,1000.1 BCE
Luxembourg,0,45,12.0,55,1990 CE,present
Lycians,25,35,35.0,40,1000.1 BCE,362.5 BCE
Lydia,24,35,36.0,45,850.1 BCE,547.1 BCE
Lydians,25,35,30.0,40,1000.1 BCE,850.1 BCE
Lynkestis,18,40,24.0,45,540.5 BCE,392.5 BCE
Macedon,18,35,30.0,45,281.4 BCE,277 BCE
Macedonia,18,40,24.0,45,1990 CE,present
Macedonian Ally,12,25,80.0,50,338.2 BCE,322.1 BCE
Madagascar,40,-30,55.0,-10,1990 CE,present
Madra,70,30,80.0,35,950.1 BCE,326.2 BCE
Maeotians,36,40,42.0,50,380.5 BCE,325.5 BCE
Magadha,70,20,90.0,30,775.1 BCE,355.3 BCE
Magan,50,20,60.0,30,2400.1 BCE,1550.1 BCE
Magnesia,20,35,25.0,40,650.5 BCE,580.5 BCE
Malavas,70,30,75.0,35,610.1 BCE,325.6 BCE
Malawi,30,-20,40.0,-5,1990 CE,present
Malaysia,95,0,120.0,10,1990 CE,present
Maldives,70,-5,75.0,10,1990 CE,present
Mali,-15,10,5.0,30,1990 CE,present
Malis,20,35,25.0,40,695.5 BCE,370.7 BCE
Malla,80,25,90.0,30,750.1 BCE,363.5 BCE
Malta,10,35,15.0,40,1990 CE,present
Mama,35,35,40.0,40,1850.5 BCE,1644.5 BCE
Mamertine Mercenaries,15,35,20.0,40,289.1 BCE,287.5 BCE
Mamertines,10,35,20.0,40,287.5 BCE,1 BCE
Manchurian Peoples,114,35,144.0,55,2400.1 BCE,1 BCE
Mannaea,40,35,50.0,40,843.1 BCE,608.5 BCE
Manshi,110,30,115.0,35,770.1 BCE,491.5 BCE
Mantineia,20,35,25.0,40,417.5 BCE,268.2 BCE
Mao,105,30,110.0,35,771.1 BCE,687.5 BCE
Mao(2),115,30,120.0,40,770.1 BCE,560.5 BCE
Margiana,60,30,70.0,40,329.5 BCE,328.5 BCE
Marrucini,12,40,18.0,45,438.5 BCE,304.5 BCE
Marshall Islands,160,0,175.0,15,1990 CE,present
Marsi,12,40,18.0,45,492.5 BCE,304.5 BCE
Masa,24,35,36.0,45,1535.5 BCE,1228.4 BCE
Massagetai,54,35,72.0,50,329.5 BCE,1 BCE
Matsya,70,25,80.0,30,925.1 BCE,318.5 BCE
Mauritania,-20,10,0.0,30,1990 CE,present
Mauritius,55,-25,65.0,-10,1990 CE,present
Maurya,70,25,80.0,35,324.5 BCE,321.5 BCE
Maurya Empire,55,10,95.0,40,321.5 BCE,1 BCE
Maya,-95,10,-85.0,25,1000.1 BCE,1 BCE
Medes,45,30,55.0,40,800.1 BCE,674.3 BCE
Media,30,30,65.0,45,713.3 BCE,550.5 BCE
Median Vassal,45,25,65.0,35,586.5 BCE,550.5 BCE
Megalopolis,20,35,25.0,40,300.5 BCE,272.1 BCE
Megaris,10,35,36.0,45,743.5 BCE,268.2 BCE
Mercenaries of Bithynia,24,40,36.0,45,,
Mercenaries under Agathocles,10,35,20.0,40,319.5 BCE,316.5 BCE
Mercenaries under Amyntas,30,25,40.0,35,,
Mercenaries under Cleonymus,6,35,25.0,50,303.4 BCE,301.5 BCE
Mercenaries under Harpalus,20,35,35.0,40,,
Mercenaries under Leosthenes,20,35,25.0,40,,
Mercenaries under Phalaecus,20,35,30.0,40,,
Mercenaries under Thibron,20,30,25.0,40,,
Mesoamerican Peoples,-105,5,-70.0,25,2400.1 BCE,1 BCE
Messapians,12,35,24.0,45,800.1 BCE,267.5 BCE
Messapii,12,35,24.0,45,500.1 BCE,280.4 CE
Messenia,15,35,25.0,40,770.5 BCE,1 BCE
Mexico,-120,10,-85.0,35,1990 CE,present
Mianzhu,105,30,110.0,35,771.1 BCE,361.5 BCE
Micronesia,135,5,165.0,15,1990 CE,present
Middle Assyrian Empire,30,30,50.0,40,1346.4 BCE,1076.5 BCE
Minoans,20,30,30.0,40,2000.1 BCE,1487.5 BCE
Mithila,80,25,90.0,30,364.5 BCE,363.5 BCE
Mixtecs,-100,15,-95.0,20,1500.1 BCE,1 BCE
Moabites,35,30,40.0,35,1280 BCE,587.4 BCE
Moldova,24,45,36.0,50,1990 CE,present
Molossis,18,35,25.0,45,430.8 BCE,350.5 BCE
Mongolia,84,40,120.0,55,1990 CE,present
Moriya,80,25,85.0,30,610.1 BCE,467.5 BCE
Morocco,-20,20,0.0,40,1990 CE,present
Mou,115,35,120.0,40,770.1 BCE,650.5 BCE
Mozambique,30,-30,45.0,-10,1990 CE,present
Mulaka,70,15,80.0,20,610.1 BCE,301.5 BCE
Musasir,40,35,50.0,40,735.2 BCE,723.5 BCE
Musicanus,65,25,70.0,30,338.5 BCE,325.2 BCE
Musri,35,35,40.0,40,900.1 BCE,858.6 BCE
Mutibas,75,15,85.0,20,610.1 BCE,600.5 BCE
Mutinous troops,12,40,18.0,45,,
Myanmar,90,5,105.0,30,1990 CE,present
Mycenaean Kingdoms,20,35,30.0,40,1220.4 BCE,1210.4 BCE
Mycenaeans,18,30,30.0,45,1505.5 BCE,1100.5 BCE
Mysians,24,35,30.0,45,1000.1 BCE,542.5 BCE
Nabataean Kingdom,30,25,45.0,35,331.3 BCE,1 BCE
Nabataeans,35,25,40.0,35,843.1 BCE,526.5 BCE
Nairi,40,35,45.0,40,,
Namibia,10,-30,30.0,-15,1990 CE,present
Namri,40,30,50.0,40,851.8 BCE,737.6 BCE
Nanda Empire,70,15,90.0,35,355.5 BCE,321.5 BCE
Nanyan,110,35,115.0,40,770.1 BCE,640.5 BCE
Nauru,165,-5,170.0,0,1990 CE,present
Naxos,15,35,20.0,40,466.5 BCE,403.5 BCE
Neo Assyrian Empire,25,20,55.0,40,843.1 BCE,608.5 BCE
Neo Assyrian Tributary,25,20,55.0,45,896.5 BCE,612.3 BCE
Neo Assyrian revolt,35,30,50.0,40,827.6 BCE,762.5 BCE
Neo Babylonian Empire,30,20,50.0,40,616.4 BCE,574.5 BCE
Neo Babylonian Empire Tributary,30,25,40.0,35,605.5 BCE,554.5 BCE
Neo-Assyrian Empire,35,30,50.0,40,906.5 BCE,608.5 BCE
Neo-Babylonian Empire,30,20,50.0,40,616.4 BCE,539.2 BCE
Nepal,80,25,90.0,35,1990 CE,present
New Hittite Kingdom,24,30,45.0,45,1438.6 BCE,1190.5 BCE
New Zealand,-170,-55,186.0,-5,1990 CE,present
Ni,115,30,120.0,40,770.1 BCE,335.3 BCE
Nicaragua,-90,10,-80.0,20,1990 CE,present
Niger,0,10,20.0,25,1990 CE,present
Nigeria,0,0,15.0,15,1990 CE,present
Nilotic Peoples,25,0,40.0,15,1000.1 BCE,1 BCE
Nok People,0,5,15.0,15,1500.1 BCE,1 BCE
Norte Chico Civilization,-80,-15,-75.0,-5,2400.1 BCE,1800.1 BCE
North Arabian Semites,35,25,50.0,35,500.1 BCE,1 BCE
North Korea,120,35,132.0,45,1990 CE,present
Northern League,24,40,36.0,45,281.6 BCE,274.5 BCE
Northern Zone Peoples,105,30,120.0,40,1400.1 BCE,1000.1 BCE
Northwest Coast Peoples,-150,40,-120.0,65,2400.1 BCE,1 BCE
Norway,-15,-55,45.0,85,1990 CE,present
Nu,105,25,110.0,35,770.1 BCE,600.5 BCE
Nubia,30,20,35.0,25,1085.5 BCE,776.5 BCE
Nubians,30,10,40.0,25,2400.1 BCE,1 BCE
Nuhashshi,35,35,40.0,40,1337.8 BCE,1336.5 BCE
Numidians,-5,30,10.0,40,1000.1 BCE,1 BCE
Odra,80,20,90.0,25,610.1 BCE,344.5 BCE
Odrysia,18,40,30.0,45,359.7 BCE,1 BCE
Odrysian Kingdom,18,35,30.0,50,475.5 BCE,341.5 BCE
Oetaea,20,35,25.0,40,695.5 BCE,273.5 BCE
Old Hittite Kingdom,25,30,45.0,45,1759.5 BCE,1438.4 BCE
Olmecs,-100,15,-90.0,20,1250.1 BCE,1 BCE
Oman,50,15,60.0,30,1990 CE,present
Opuntian Locris,20,35,25.0,40,695.5 BCE,272.5 BCE
Oreitai,65,20,70.0,30,329.5 BCE,325.2 BCE
Orestis,18,40,24.0,45,540.5 BCE,475.5 BCE
Oxycanus,65,25,75.0,30,337.5 BCE,325.2 BCE
Ozolian Locris,15,35,25.0,40,695.5 BCE,378.9 BCE
Paeligni,12,40,18.0,45,438.5 BCE,304.5 BCE
Paeonia,18,40,24.0,45,352.1 BCE,1 BCE
Paeonians,18,40,24.0,45,850.1 BCE,340.5 BCE
Paiones,18,40,24.0,45,500.1 BCE,356.5 BCE
Pakistan,60,20,80.0,40,1990 CE,present
Pala,30,40,36.0,45,1535.5 BCE,1381.5 BCE
Palau,130,0,135.0,10,1990 CE,present
Paleosiberians,64,55,170.0,75,2400.1 BCE,1 BCE
Pampas Cultures,-75,-50,-50.0,-30,2400.1 BCE,1 BCE
Pamphylians,30,35,35.0,40,1000.1 BCE,558.5 BCE
Panama,-85,5,-75.0,10,1990 CE,present
Panchala,75,25,85.0,35,825.5 BCE,610.1 BCE
Pandya,75,5,80.0,15,325.5 BCE,1 BCE
Paphlagonia,30,35,36.0,45,323.4 BCE,1 BCE
Papua New Guinea,140,-15,160.0,0,1990 CE,present
Papuans,130,-10,150.0,0,1600.1 BCE,1 BCE
Paraguay,-65,-30,-50.0,-15,1990 CE,present
Parauaea,18,40,24.0,45,430.8 BCE,350.5 BCE
Pardabathra,65,20,70.0,30,338.5 BCE,325.2 BCE
Parsua,40,30,50.0,40,860.1 BCE,744.5 BCE
Parthia,50,30,65.0,40,,
Pashime,45,25,55.0,35,2348.5 BCE,1345.5 BCE
Patagonian Peoples,-80,-55,-64.0,-40,2400.1 BCE,1 BCE
Patin (Unqi),35,35,40.0,40,1190.5 BCE,604.7 BCE
Paurava,70,30,75.0,35,337.5 BCE,326.2 BCE
Pelagonia,18,40,24.0,45,540.5 BCE,475.5 BCE
Pelasgians,20,35,30.0,40,2400.1 BCE,1505.5 BCE
Peloponnesian League,10,30,40.0,45,426.5 BCE,365.7 BCE
Peng,110,30,120.0,35,770.1 BCE,650.5 BCE
Pengzhi,105,30,115.0,35,771.1 BCE,697.5 BCE
Pergamon,25,35,30.0,40,274.5 BCE,1 BCE
Persia,45,25,65.0,35,653.4 BCE,550.5 BCE
Persian Empire,15,20,78.0,50,550.5 BCE,1 BCE
Persian Revolt,45,25,70.0,35,,
Persian Vassal,18,35,30.0,45,491.5 BCE,409.6 BCE
Peru,-85,-20,-65.0,0,1990 CE,present
Peucetians,12,40,18.0,45,800.1 BCE,267.5 BCE
Pharsalos,20,35,25.0,40,405.5 BCE,375.3 BCE
Pherae,18,35,25.0,45,405.5 BCE,352.4 BCE
Philippines,115,0,130.0,25,1990 CE,present
Philistia,30,30,40.0,35,1020.5 BCE,604.5 BCE
Philistines,30,30,40.0,35,1180.5 BCE,1020.5 BCE
Phlius,20,35,25.0,40,655.5 BCE,338.2 BCE
Phocis,20,35,25.0,40,695.5 BCE,1 BCE
Phoenicians,-10,30,40.0,40,1145.5 BCE,602.5 BCE
Phrygian Kingdom,24,35,36.0,45,1120.5 BCE,654.5 BCE
Phrygians,18,35,45.0,45,1223.5 BCE,585.5 BCE
Pi,115,30,120.0,35,770.1 BCE,415.5 BCE
Piceni,12,40,18.0,45,500.1 BCE,438.5 BCE
Picentes,12,40,18.0,45,800.1 BCE,438.5 BCE
Picenum,12,40,18.0,45,438.5 BCE,268.6 BCE
Ping Zhou,105,30,110.0,35,771.1 BCE,550.5 BCE
Pirate Mercenaries,18,35,40.0,45,,
Pirates,20,35,30.0,40,,
Pisatis,20,35,25.0,40,684.5 BCE,572.5 BCE
Pisidians,30,35,35.0,40,558.5 BCE,1 BCE
Pitassa,30,35,35.0,40,1545.5 BCE,1437.7 BCE
Plains Peoples,-120,25,-90.0,55,2400.1 BCE,1 BCE
Plateau Peoples,-128,40,-108.0,55,2400.1 BCE,1 BCE
Plebian secession,12,40,18.0,45,,
Poland,8,45,32.0,55,1990 CE,present
Pontians,36,40,42.0,45,612.3 BCE,514.5 BCE
Pontus,30,35,42.0,45,281.3 BCE,1 BCE
Portugal,-35,30,-5.0,45,1990 CE,present
Poverty Point Culture,-95,30,-85.0,35,2200.1 BCE,1 BCE
Praeneste,12,40,18.0,45,359.5 BCE,341.2 BCE
Proto-Burmese,90,25,100.0,35,2400.1 BCE,1 BCE
Proto-Canaanites,30,30,40.0,35,2300 BCE,1850.1 BCE
Proto-Ethiopians,30,5,45.0,15,2400.1 BCE,1 BCE
Proto-Greeks,18,35,25.0,45,1950.1 BCE,1223.5 BCE
Proto-Mongol Peoples,96,45,120.0,55,2400.1 BCE,1 BCE
Proto-Tibetans,70,25,100.0,40,2400.1 BCE,1 BCE
Proto-Turkic Peoples,75,30,114.0,50,2400.1 BCE,1 BCE
Ptolemaic Ally,20,35,35.0,40,314.7 BCE,313.3 BCE
Ptolemaic Kingdom,20,20,40.0,45,290.5 BCE,1 BCE
Pu,110,35,115.0,40,770.1 BCE,677.5 BCE
Pugu,115,35,120.0,40,1036.5 BCE,1026.5 BCE
Pulinda,75,20,85.0,25,610.1 BCE,319.5 BCE
Pundra,85,20,90.0,30,610.1 BCE,311.5 BCE
Punt,35,5,50.0,20,2400.1 BCE,1100.1 BCE
Qatar,50,20,55.0,30,1990 CE,present
Qedarite Confederation,35,25,50.0,40,870.5 BCE,550.5 BCE
Qedarites,35,25,45.0,35,925.1 BCE,1 BCE
Qi,110,30,126.0,45,770.1 BCE,1 BCE
Qi(2),115,35,120.0,40,770.1 BCE,445.5 BCE
Qi(3),115,35,120.0,40,770.1 BCE,706.5 BCE
Qiang,95,35,105.0,40,771.1 BCE,1 BCE
Qin,100,25,120.0,40,771.1 BCE,1 BCE
Qiuyou,110,35,115.0,40,770.1 BCE,458.5 BCE
Qu,110,35,115.0,40,770.1 BCE,677.5 BCE
Quaman,105,30,115.0,35,770.1 BCE,611.5 BCE
Quan,110,30,115.0,35,770.1 BCE,704.3 BCE
Quanrong,95,30,115.0,40,1000.1 BCE,1 BCE
Que,30,35,40.0,40,1180.5 BCE,588.5 BCE
Quwo,110,30,115.0,40,745.5 BCE,678.1 BCE
Rang,105,25,110.0,35,770.1 BCE,670.5 BCE
Rathikas,70,15,75.0,25,321.5 BCE,300.5 BCE
Rebel Aranzik,35,35,40.0,40,1695.5 BCE,1690.5 BCE
Rebel Irridu,35,35,45.0,40,1717.5 BCE,1710.5 BCE
Rebel Israelites,35,30,40.0,35,1097.5 BCE,1095.5 BCE
Red Di,110,35,115.0,40,770.1 BCE,594.5 BCE
Ren,115,35,120.0,40,770.1 BCE,335.5 BCE
